frameIndex,EnergyFlow,Volume,PathCurvature,CoMHeight,PosturalSway,SwayRaw,LeftAngularIntensity,RightAngularIntensity,SyncCorrelation,TransitionTorque,Jerk
60,19.373947666967208,0.05918734681657644,8.28069243060915,0.9179577228426931,0.0767682469032431,0.05765437540837051,9.76619870324815,5.880804122574316,0.3015594601076457,36.920388400395574,1132145.473255415
61,19.20294354732305,0.0633668508488818,6.4915839968920555,0.9192165473103521,0.07893859281586305,0.03755546655764767,12.498875174744096,5.932534784790951,0.29499702414541334,36.667800848838645,1089171.8295510171
62,18.69423946812363,0.06603843135450717,4.452733146090855,0.9185967072844504,0.08048098669107391,0.0193861700291686,12.900473824394027,7.112457285145662,0.29661379419203293,35.3055845706324,1066615.1226632579
63,17.613140391084166,0.06569823379725725,7.3978221278944005,0.9127726864814757,0.08147820926740627,0.020165292472508516,11.127820545425887,6.347787636892727,0.30166352197497814,34.66197102900644,1046839.0388673131
64,15.971676334085812,0.06368647357089852,8.388336201129173,0.9020904931426045,0.08193922854099446,0.029643523143486797,9.98505700300044,4.868298164057505,0.2841445862662231,34.45131543459533,917917.5325774255
65,14.992349107560912,0.06367897773787166,9.227445396228106,0.8915474417805671,0.08197333076884392,0.04218441388452633,6.836562590478117,4.523064004800102,0.297835962888528,32.29070950628555,888663.4261156927
66,14.816633009189013,0.06643012592627862,8.532385673373932,0.903477634191513,0.08168344069000615,0.057290450199598844,6.324127040637746,5.9253353961347734,0.2839033182362956,30.735238509502285,751157.8652657643
67,14.795577372941699,0.06823691037243981,8.114409482743998,0.9135172519087791,0.08093943180019114,0.07264802991454733,7.893509883491884,5.457619805892157,0.275980876581357,29.279099389296615,649095.9630727071
68,13.768436122917535,0.06766075997458484,7.694031687492045,0.9198498398065564,0.0799197916682935,0.08281690144539092,9.809455740029609,4.550012169898949,0.2720610381304046,28.278912166975488,636019.9201047128
69,11.869705992947324,0.06724453910510042,7.458934110307247,0.9230460244417189,0.07881807109804526,0.08780041641316585,8.712334717360124,5.65964968802089,0.3852937057812055,27.655739321047474,474333.41698693874
70,10.18774189449181,0.06614179613198007,7.702034390044107,0.9292047053575515,0.07760365663866713,0.0943364387976309,4.731935626266333,3.326539453500045,0.4228718173631439,26.758383605408227,404157.80498389294
